Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Chopra S., Hadsell R., LeCun Y.","Learning a similarity metric discriminatively, with application to face verification",2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,539,546,,254,10.1109/CVPR.2005.202,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644436425&doi=10.1109%2fCVPR.2005.202&partnerID=40&md5=c3e7ca43d85199518d5b0ea284aa4a6d,"Courant Institute of Mathematical Sciences, New York University, New York, NY, United States","Chopra, S., Courant Institute of Mathematical Sciences, New York University, New York, NY, United States; Hadsell, R., Courant Institute of Mathematical Sciences, New York University, New York, NY, United States; LeCun, Y., Courant Institute of Mathematical Sciences, New York University, New York, NY, United States",Conference Paper,Scopus,2-s2.0-24644436425
"Kakadiaris I.A., Passalis G., Theoharis T., Toderici G., Konstantinidis I., Murtuza N.",Multimodal face recognition: Combination of geometry with physiological information,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1022,1029,,29,10.1109/CVPR.2005.241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644517638&doi=10.1109%2fCVPR.2005.241&partnerID=40&md5=1bfbe918b3a356b9c704d906594fb785,"Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States","Kakadiaris, I.A., Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States; Passalis, G., Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States; Theoharis, T., Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States; Toderici, G., Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States; Konstantinidis, I., Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States; Murtuza, N., Visual Computing Lab, Dept. of Computer Science, Univ. of Houston, Houston, TX 77204, United States",Conference Paper,Scopus,2-s2.0-24644517638
"Tek H., Akova F., Ayvaci A.",Region competition via local watershed operators,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,361,368,,8,10.1109/CVPR.2005.300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644508028&doi=10.1109%2fCVPR.2005.300&partnerID=40&md5=524e37bb068b1440a5c10af969533f3e,"Siemens Corporate Research Imaging and Visualization, Princeton, NJ 08540, United States","Tek, H., Siemens Corporate Research Imaging and Visualization, Princeton, NJ 08540, United States; Akova, F., Siemens Corporate Research Imaging and Visualization, Princeton, NJ 08540, United States; Ayvaci, A., Siemens Corporate Research Imaging and Visualization, Princeton, NJ 08540, United States",Conference Paper,Scopus,2-s2.0-24644508028
"Tanaka M., Okutomi M.",Theoretical analysis on reconstruction-based super-resolution for an arbitrary PSF,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,947,954,,16,10.1109/CVPR.2005.343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644518649&doi=10.1109%2fCVPR.2005.343&partnerID=40&md5=ce1da9765820314e7614fde6111d11e6,"Graduate School of Science and Engineering, Tokyo Institute of Technology, 2-12-1 O-okayama, Meguro-ku, Tokyo 152-8550, Japan","Tanaka, M., Graduate School of Science and Engineering, Tokyo Institute of Technology, 2-12-1 O-okayama, Meguro-ku, Tokyo 152-8550, Japan; Okutomi, M., Graduate School of Science and Engineering, Tokyo Institute of Technology, 2-12-1 O-okayama, Meguro-ku, Tokyo 152-8550, Japan",Conference Paper,Scopus,2-s2.0-24644518649
"Gao D., Vasconcelos N.","Integrated learning of saliency, complex features, and object detectors from cluttered scenes",2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,282,287,,39,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644500354&partnerID=40&md5=63a674e786502b7b1bc712257780acaf,"Department of Electrical and Computer Engineering, University of California, San Diego, United States","Gao, D., Department of Electrical and Computer Engineering, University of California, San Diego, United States; Vasconcelos, N., Department of Electrical and Computer Engineering, University of California, San Diego, United States",Conference Paper,Scopus,2-s2.0-24644500354
"Chang W.-Y., Chen C.-S., Hung Y.-P.",Appearance-guided particle filtering for articulated hand tracking,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,235,242,,22,10.1109/CVPR.2005.72,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644482735&doi=10.1109%2fCVPR.2005.72&partnerID=40&md5=33d013462df5251862e3da99545680fc,"Institute of Information Science, Academia Sinica, Taipei, Taiwan; Dept. of Computer Science and Information Engineering, National Taiwan University, Taiwan","Chang, W.-Y., Institute of Information Science, Academia Sinica, Taipei, Taiwan, Dept. of Computer Science and Information Engineering, National Taiwan University, Taiwan; Chen, C.-S., Institute of Information Science, Academia Sinica, Taipei, Taiwan; Hung, Y.-P., Institute of Information Science, Academia Sinica, Taipei, Taiwan, Dept. of Computer Science and Information Engineering, National Taiwan University, Taiwan",Conference Paper,Scopus,2-s2.0-24644482735
"Yan J., Pollefeys M.",A factorization-based approach to articulated motion recovery,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1203,,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644459912&partnerID=40&md5=ef6c479577e65ee1c76b0dc645553571,"Department of Computer Science, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, United States","Yan, J., Department of Computer Science, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, United States; Pollefeys, M., Department of Computer Science, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, United States",Conference Paper,Scopus,2-s2.0-24644459912
"Cour T., Bénézit F., Shi J.",Spectral segmentation with multiscale graph decomposition,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1124,1131,,350,10.1109/CVPR.2005.332,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644435537&doi=10.1109%2fCVPR.2005.332&partnerID=40&md5=0df4ef2e14ef2f33b8cb81476d439e4c,"Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104, United States; Applied Mathematics Department, Ecole Polytechnique, 91128 Palaiseau Cedex, France","Cour, T., Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104, United States; Bénézit, F., Applied Mathematics Department, Ecole Polytechnique, 91128 Palaiseau Cedex, France; Shi, J., Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104, United States",Conference Paper,Scopus,2-s2.0-24644435537
"Jin H., Favaro P., Cipolla R.",Visual tracking in the presence of motion blur,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,18,25,,43,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644460726&partnerID=40&md5=1cada5d0e5e1d08e0733060537d226d0,"Office of Technology, Adobe Systems Incorporated, 345 Park Avenue, San Jose, CA 95110, United States; Integrated Data Systems Department, Siemens Corporate Research, Princeton, NJ 08540, United States; Department of Engineering, University of Cambridge, Cambridge CB2 1PZ, United Kingdom","Jin, H., Office of Technology, Adobe Systems Incorporated, 345 Park Avenue, San Jose, CA 95110, United States; Favaro, P., Integrated Data Systems Department, Siemens Corporate Research, Princeton, NJ 08540, United States; Cipolla, R., Department of Engineering, University of Cambridge, Cambridge CB2 1PZ, United Kingdom",Conference Paper,Scopus,2-s2.0-24644460726
"Wang H., Ahuja N.",Rank-R approximation of tensors using image-as-matrix representation,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,346,353,,45,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644473729&partnerID=40&md5=2103447a8d9da38a2509d67890fa9c88,"Beckman Institute, University of Illinois, Urbana-Champaign, United States","Wang, H., Beckman Institute, University of Illinois, Urbana-Champaign, United States; Ahuja, N., Beckman Institute, University of Illinois, Urbana-Champaign, United States",Conference Paper,Scopus,2-s2.0-24644473729
"Corso J.J., Hager G.D.",Coherent regions for concise and stable image description,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,184,190,,10,10.1109/CVPR.2005.100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644501836&doi=10.1109%2fCVPR.2005.100&partnerID=40&md5=6becd63ee0064f3ac068930307b0878c,"Computational Interaction and Robotics Lab., Johns Hopkins University, Baltimore, MD 21218, United States","Corso, J.J., Computational Interaction and Robotics Lab., Johns Hopkins University, Baltimore, MD 21218, United States; Hager, G.D., Computational Interaction and Robotics Lab., Johns Hopkins University, Baltimore, MD 21218, United States",Conference Paper,Scopus,2-s2.0-24644501836
"Cheung V., Frey B.J., Jojic N.",Video epitomes,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,42,49,,71,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644519495&partnerID=40&md5=6be210b8af00960d0946967a9642fe3b,"Electrical and Computer Engineering, University of Toronto, Toronto, Ont. M5S 3G4, Canada; Machine Learning and Applied Statistics, Microsoft Research, Redmond, WA 98052, United States","Cheung, V., Electrical and Computer Engineering, University of Toronto, Toronto, Ont. M5S 3G4, Canada; Frey, B.J., Electrical and Computer Engineering, University of Toronto, Toronto, Ont. M5S 3G4, Canada; Jojic, N., Machine Learning and Applied Statistics, Microsoft Research, Redmond, WA 98052, United States",Conference Paper,Scopus,2-s2.0-24644519495
"Mallick S.P., Zickler T.E., Kriegman D.J., Belhumeur P.N.",Beyond Lambert: Reconstructing specular surfaces using color,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,619,626,,98,10.1109/CVPR.2005.88,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644471090&doi=10.1109%2fCVPR.2005.88&partnerID=40&md5=a5484106588b03ef0146129a3ec0db55,"Computer Science and Engineering, University of California at San Diego, San Diego, CA 92093, United States; Engineering and Applied Sciences, Harvard University, Cambridge, MA 02138, United States; Computer Science, Columbia University, New York, NY 10027, United States","Mallick, S.P., Computer Science and Engineering, University of California at San Diego, San Diego, CA 92093, United States; Zickler, T.E., Engineering and Applied Sciences, Harvard University, Cambridge, MA 02138, United States; Kriegman, D.J., Computer Science and Engineering, University of California at San Diego, San Diego, CA 92093, United States; Belhumeur, P.N., Computer Science, Columbia University, New York, NY 10027, United States",Conference Paper,Scopus,2-s2.0-24644471090
"Kakadiaris I.A., Paragios N.",Video proceedings of the IEEE conference on computer vision and pattern recognition conference,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,,,,,10.1109/CVPR.2005.368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644433927&doi=10.1109%2fCVPR.2005.368&partnerID=40&md5=72b0e873a6a455ca58e62a9041f64dd7,,"Kakadiaris, I.A.; Paragios, N.",Editorial,Scopus,2-s2.0-24644433927
"Seo J.K., Sharp G.C., Lee S.W.",Range data registration using photometric features,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1140,1145,,23,10.1109/CVPR.2005.289,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644481084&doi=10.1109%2fCVPR.2005.289&partnerID=40&md5=6c284e5fb8e5b032eb5a7bb75f8f95ba,"Dept. of Media Technology, Sogang University, Seoul, South Korea; Dept. of Radiation Oncology, Massachusetts General Hospital, MA, United States","Seo, J.K., Dept. of Media Technology, Sogang University, Seoul, South Korea; Sharp, G.C., Dept. of Radiation Oncology, Massachusetts General Hospital, MA, United States; Lee, S.W., Dept. of Media Technology, Sogang University, Seoul, South Korea",Conference Paper,Scopus,2-s2.0-24644481084
"Wang J., Chen X., Gao W.",Online selecting discriminative tracking features using particle filter,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1037,1042,,96,10.1109/CVPR.2005.262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644473705&doi=10.1109%2fCVPR.2005.262&partnerID=40&md5=9e4d33c50c7837c1a2e78de586e3566e,"School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; JDL, Institute of Computing, Chinese Academy of Sciences, Beijing, China","Wang, J., School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; Chen, X., School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China, JDL, Institute of Computing, Chinese Academy of Sciences, Beijing, China; Gao, W., School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China, JDL, Institute of Computing, Chinese Academy of Sciences, Beijing, China",Conference Paper,Scopus,2-s2.0-24644473705
"Lepetit V., Lagger P., Fua P.",Randomized trees for real-time keypoint recognition,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,775,781,,258,10.1109/CVPR.2005.288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644494804&doi=10.1109%2fCVPR.2005.288&partnerID=40&md5=1c6a52b781012c9a9b7c346547853bc2,"Computer Vision Laboratory, École Polytechnique Fédérale de Lausanne (EPFL), 1015 Lausanne, Switzerland","Lepetit, V., Computer Vision Laboratory, École Polytechnique Fédérale de Lausanne (EPFL), 1015 Lausanne, Switzerland; Lagger, P., Computer Vision Laboratory, École Polytechnique Fédérale de Lausanne (EPFL), 1015 Lausanne, Switzerland; Fua, P., Computer Vision Laboratory, École Polytechnique Fédérale de Lausanne (EPFL), 1015 Lausanne, Switzerland",Conference Paper,Scopus,2-s2.0-24644494804
"Crandall D., Felzenszwalb P., Huttenlocher D.",Spatial priors for part-based recognition using statistical models,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,10,17,,214,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644514946&partnerID=40&md5=07196f0838d1b4d01e2affe7eb6ac389,"Cornell University, United States; Univerisity of Chicago, United States","Crandall, D., Cornell University, United States; Felzenszwalb, P., Univerisity of Chicago, United States; Huttenlocher, D., Cornell University, United States",Conference Paper,Scopus,2-s2.0-24644514946
"De La Torre F., Gross R., Baker S., Kumar B.V.K.V.",Representational Oriented Component Analysis (ROCA) for face recognition with one sample image per training class,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,266,273,,35,10.1109/CVPR.2005.301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644462878&doi=10.1109%2fCVPR.2005.301&partnerID=40&md5=64eff41807a7ec683dbbba07c2cba27d,"Robotics Institute, Carnegie Mellon University, Pittsburgh, PA 15213, United States; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA 15213, United States","De La Torre, F., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA 15213, United States; Gross, R., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA 15213, United States; Baker, S., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA 15213, United States; Kumar, B.V.K.V., Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA 15213, United States",Conference Paper,Scopus,2-s2.0-24644462878
"Vogiatzis G., Torr P.H.S., Cipolla R.",Multi-view stereo via volumetric graph-cuts,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,391,398,,184,10.1109/CVPR.2005.238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644433470&doi=10.1109%2fCVPR.2005.238&partnerID=40&md5=138b40b3681b9076bd718ac4d4831179,"Dept. of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom; Dept. of Computing, Oxford Brookes University, Wheatley, Oxford OX33 1HX, United Kingdom","Vogiatzis, G., Dept. of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom; Torr, P.H.S., Dept. of Computing, Oxford Brookes University, Wheatley, Oxford OX33 1HX, United Kingdom; Cipolla, R., Dept. of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom",Conference Paper,Scopus,2-s2.0-24644433470
"Rafii A., Rossbach C., Zhao P.",RGB-Z: Mapping a sparse depth map to a high resolution RGB camera image,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1210,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644504857&partnerID=40&md5=84ac1fd871b59b8dac14cf826f7d7145,"Canesta, Inc., United States","Rafii, A., Canesta, Inc., United States; Rossbach, C., Canesta, Inc., United States; Zhao, P., Canesta, Inc., United States",Conference Paper,Scopus,2-s2.0-24644504857
"Zhang X., Liu Y.",3D articulated motion estimation from images,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,308,314,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644492891&partnerID=40&md5=e1ec1cae25e6f2b9b00865afe07fd815,"Institute of Image Processing and Pattern Recognition, Shanghai Jiaotong University, Shanghai, 200030, China","Zhang, X., Institute of Image Processing and Pattern Recognition, Shanghai Jiaotong University, Shanghai, 200030, China; Liu, Y., Institute of Image Processing and Pattern Recognition, Shanghai Jiaotong University, Shanghai, 200030, China",Conference Paper,Scopus,2-s2.0-24644492891
"Liang C., Wong K.-Y.K.",Complex 3D shape recovery using a dual-space approach,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,878,884,,15,10.1109/CVPR.2005.104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644494803&doi=10.1109%2fCVPR.2005.104&partnerID=40&md5=76791c739430918247f1146584431624,"Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong","Liang, C., Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong; Wong, K.-Y.K., Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong",Conference Paper,Scopus,2-s2.0-24644494803
"Krissian K., Kikinis R., Westin C.-F., Vosburgh K.",Speckle-constrained filtering of ultrasound images,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,547,552,,28,10.1109/CVPR.2005.331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644503229&doi=10.1109%2fCVPR.2005.331&partnerID=40&md5=f7aff4bf0d14dda892652431eb73d3be,"Surgical Planning Laboratory, Harvard Medical School, Boston, MA, United States; CIMIT, Cambridge, MA, United States","Krissian, K., Surgical Planning Laboratory, Harvard Medical School, Boston, MA, United States; Kikinis, R., Surgical Planning Laboratory, Harvard Medical School, Boston, MA, United States; Westin, C.-F., Surgical Planning Laboratory, Harvard Medical School, Boston, MA, United States; Vosburgh, K., CIMIT, Cambridge, MA, United States",Conference Paper,Scopus,2-s2.0-24644503229
"Fan J., Luo H., Gao Y.",Learning the semantics of images by using unlabeled samples,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,704,710,,7,10.1109/CVPR.2005.207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644520645&doi=10.1109%2fCVPR.2005.207&partnerID=40&md5=cddb322d3babbe15c87df8fae1584aac,"Department of Computer Science, UNC, Charlotte, NC 28223, United States","Fan, J., Department of Computer Science, UNC, Charlotte, NC 28223, United States; Luo, H., Department of Computer Science, UNC, Charlotte, NC 28223, United States; Gao, Y., Department of Computer Science, UNC, Charlotte, NC 28223, United States",Conference Paper,Scopus,2-s2.0-24644520645
"Pal C., Jojic N.",Interactive montages of sprites for indexing and summarizing security video,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1192,,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644509822&partnerID=40&md5=3b87a1427d6b0b62ed312b2a0b76ccf9,"University of Massachusetts, Dept. Computer Science, Amherst, MA, United States; Microsoft Research, Redmond, WA, United States","Pal, C., University of Massachusetts, Dept. Computer Science, Amherst, MA, United States; Jojic, N., Microsoft Research, Redmond, WA, United States",Conference Paper,Scopus,2-s2.0-24644509822
Roy-Chowdhury A.K.,"A measure of deformability of shapes, with applications to human motion analysis",2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,398,404,,11,10.1109/CVPR.2005.35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644480650&doi=10.1109%2fCVPR.2005.35&partnerID=40&md5=061c6520d0b0bd3488e79298a46394a9,"Dept. of Electrical Engineering, University of California, Riverside, CA 92507, United States","Roy-Chowdhury, A.K., Dept. of Electrical Engineering, University of California, Riverside, CA 92507, United States",Conference Paper,Scopus,2-s2.0-24644480650
"Shechtman E., Irani M.",Space-time behavior based correlation,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,,405,412,,193,10.1109/CVPR.2005.328,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644494745&doi=10.1109%2fCVPR.2005.328&partnerID=40&md5=aeb5e90e25707d8360879d873bf580b4,"Dept. of Computer Science and Applied Math, Weizmann Institute of Science, 76100 Rehovot, Israel","Shechtman, E., Dept. of Computer Science and Applied Math, Weizmann Institute of Science, 76100 Rehovot, Israel; Irani, M., Dept. of Computer Science and Applied Math, Weizmann Institute of Science, 76100 Rehovot, Israel",Conference Paper,Scopus,2-s2.0-24644494745
"Lichtenauer J., Hendriks E., Reinders M.",Isophote properties as features for object detection,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,649,654,,31,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644469213&partnerID=40&md5=42f41ccc4a27d31783984cee75dad7bd,"Delft University, Technology, Information and Communication Theory Group, Mekelweg 4, Delft, Netherlands","Lichtenauer, J., Delft University, Technology, Information and Communication Theory Group, Mekelweg 4, Delft, Netherlands; Hendriks, E., Delft University, Technology, Information and Communication Theory Group, Mekelweg 4, Delft, Netherlands; Reinders, M., Delft University, Technology, Information and Communication Theory Group, Mekelweg 4, Delft, Netherlands",Conference Paper,Scopus,2-s2.0-24644469213
"Urtasun R., Fleet D.J., Fua P.",Monocular 3-D tracking of the golf swing,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,1199,,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644515443&partnerID=40&md5=51d12c7c22a14f3537c57a1645780213,"Computer Vision Laboratory, EPFL, 1015 Lausanne, Switzerland; Dept. of Computer Science, University of Toronto, M5S 3H5, Canada","Urtasun, R., Computer Vision Laboratory, EPFL, 1015 Lausanne, Switzerland; Fleet, D.J., Dept. of Computer Science, University of Toronto, M5S 3H5, Canada; Fua, P., Computer Vision Laboratory, EPFL, 1015 Lausanne, Switzerland",Conference Paper,Scopus,2-s2.0-24644515443
"Sun J., Li Y., Kang S.B., Shum H.-Y.",Symmetric stereo matching for occlusion handling,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,399,406,,298,10.1109/CVPR.2005.337,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644491905&doi=10.1109%2fCVPR.2005.337&partnerID=40&md5=9cbd3baf387166ee816c556d0e1cd2df,"Microsoft Research Asia, Beijing, China; Microsoft Research, Redmond, WA, United States","Sun, J., Microsoft Research Asia, Beijing, China; Li, Y., Microsoft Research Asia, Beijing, China; Kang, S.B., Microsoft Research, Redmond, WA, United States; Shum, H.-Y., Microsoft Research Asia, Beijing, China",Conference Paper,Scopus,2-s2.0-24644491905
"Bernstein E.J., Amit Y.",Part-based statistical models for object classification and detection,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,734,740,,23,10.1109/CVPR.2005.270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644483742&doi=10.1109%2fCVPR.2005.270&partnerID=40&md5=e23b143cc60d08cfb6e98e798213ca5c,"Department of Statistics, University of Chicago, United States","Bernstein, E.J., Department of Statistics, University of Chicago, United States; Amit, Y., Department of Statistics, University of Chicago, United States",Conference Paper,Scopus,2-s2.0-24644483742
"Urtasun R., Fleet D.J., Fua P.",Monocular 3-D tracking of the golf swing,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,932,938,,49,10.1109/CVPR.2005.229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644498262&doi=10.1109%2fCVPR.2005.229&partnerID=40&md5=8d081b84f10b5dded2383ad735267a12,"Computer Vision Laboratory, EPFL, 1015 Lausanne, Switzerland; Dept. of Computer Science, University of Toronto, M5S 3H5, Canada","Urtasun, R., Computer Vision Laboratory, EPFL, 1015 Lausanne, Switzerland; Fleet, D.J., Dept. of Computer Science, University of Toronto, M5S 3H5, Canada; Fua, P., Computer Vision Laboratory, EPFL, 1015 Lausanne, Switzerland",Conference Paper,Scopus,2-s2.0-24644498262
"Martel-Brisson N., Zaccarin A.",Moving cast shadow detection from a Gaussian mixture shadow model,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,643,648,,88,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644459465&partnerID=40&md5=05626b41c0998f93198022c06abaab1c,"Computer Vision and Systems Laboratory, Department of Electrical and Computer Engineering, Laval University, Québec, Que. G1K 7P4, Canada","Martel-Brisson, N., Computer Vision and Systems Laboratory, Department of Electrical and Computer Engineering, Laval University, Québec, Que. G1K 7P4, Canada; Zaccarin, A., Computer Vision and Systems Laboratory, Department of Electrical and Computer Engineering, Laval University, Québec, Que. G1K 7P4, Canada",Conference Paper,Scopus,2-s2.0-24644459465
"Wolf L., Bileschi S.",Combining variable selection with dimensionality reduction,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,801,806,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644514482&partnerID=40&md5=deaccf857c900155e9f92f4a018bc68c,"Center for Biological and Computational Learning, McGovern Institute for Brain Research, Massachusetts Institute of Technology, United States","Wolf, L., Center for Biological and Computational Learning, McGovern Institute for Brain Research, Massachusetts Institute of Technology, United States; Bileschi, S., Center for Biological and Computational Learning, McGovern Institute for Brain Research, Massachusetts Institute of Technology, United States",Conference Paper,Scopus,2-s2.0-24644514482
"Qi Y., Szummer M., Minka T.P.",Diagram structure recognition by bayesian conditional random fields,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,191,196,,32,10.1109/CVPR.2005.129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644511306&doi=10.1109%2fCVPR.2005.129&partnerID=40&md5=0bd2867001e83fc7dc62c45d08f2122d,"MIT CSAIL, 32 Vassar Street, Cambridge, MA 02139, United States; Microsoft Research, 7 J J Thomson Avenue, Cambridge, CB3 0FB, United Kingdom","Qi, Y., MIT CSAIL, 32 Vassar Street, Cambridge, MA 02139, United States; Szummer, M., Microsoft Research, 7 J J Thomson Avenue, Cambridge, CB3 0FB, United Kingdom; Minka, T.P., Microsoft Research, 7 J J Thomson Avenue, Cambridge, CB3 0FB, United Kingdom",Conference Paper,Scopus,2-s2.0-24644511306
"Sun Q., DeJong G.",Feature kernel functions: Improving SVMs using high-level knowledge,2005,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,,177,183,,5,10.1109/CVPR.2005.157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644508030&doi=10.1109%2fCVPR.2005.157&partnerID=40&md5=09fd08aa31ea697b8dd7e1e2b4afb8b4,"Department of Computer Science, University of Illinois, Urbana-Champaign, IL, United States","Sun, Q., Department of Computer Science, University of Illinois, Urbana-Champaign, IL, United States; DeJong, G., Department of Computer Science, University of Illinois, Urbana-Champaign, IL, United States",Conference Paper,Scopus,2-s2.0-24644508030
