Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Pons-Moll G., Fleet D.J., Rosenhahn B.",Posebits for monocular human pose estimation,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909697,2345,2352,,5,10.1109/CVPR.2014.300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911448899&doi=10.1109%2fCVPR.2014.300&partnerID=40&md5=991168f237194dcd66143cd1293a75ea,"MPI for Intelligent Systems, Tübingen, Germany; University of Toronto, Toronto, Canada; Leibniz University of Hannover, Hannover, Germany","Pons-Moll, G., MPI for Intelligent Systems, Tübingen, Germany; Fleet, D.J., University of Toronto, Toronto, Canada; Rosenhahn, B., Leibniz University of Hannover, Hannover, Germany",Conference Paper,Scopus,2-s2.0-84911448899
"Kemelmacher-Shlizerman I., Suwajanakorn S., Seitz S.M.",Illumination-aware age progression,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909822,3334,3341,,22,10.1109/CVPR.2014.426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911407403&doi=10.1109%2fCVPR.2014.426&partnerID=40&md5=cbb199612c71cba11f31e5d2c2b04ca4,"University of Washington, United States","Kemelmacher-Shlizerman, I., University of Washington, United States; Suwajanakorn, S., University of Washington, United States; Seitz, S.M., University of Washington, United States",Conference Paper,Scopus,2-s2.0-84911407403
"Eigenstetter A., Takami M., Ommer B.",Randomized max-margin compositions for visual recognition,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909854,3590,3597,,2,10.1109/CVPR.2014.459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911439507&doi=10.1109%2fCVPR.2014.459&partnerID=40&md5=c10f27f5cfd8bd7e8bc2321debbc31a1,"Heidelberg Collaboratory for Image Processing and IWR, University of Heidelberg, Germany; Robert Bosch GmbH, Corporate Research, Hildesheim, Germany","Eigenstetter, A., Heidelberg Collaboratory for Image Processing and IWR, University of Heidelberg, Germany; Takami, M., Heidelberg Collaboratory for Image Processing and IWR, University of Heidelberg, Germany, Robert Bosch GmbH, Corporate Research, Hildesheim, Germany; Ommer, B., Heidelberg Collaboratory for Image Processing and IWR, University of Heidelberg, Germany",Conference Paper,Scopus,2-s2.0-84911439507
"Lin Y.-Y., Hua J.-H., Tang N.C., Chen M.-H., Liao H.-Y.M.",Depth and skeleton associated action recognition without online accessible RGB-D cameras,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909731,2617,2624,,4,10.1109/CVPR.2014.335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911412300&doi=10.1109%2fCVPR.2014.335&partnerID=40&md5=f7f06d05ab08f86d6fb64dd0f358ba1a,"Academia Sinica, Taiwan; Carnegie Mellon University, United States","Lin, Y.-Y., Academia Sinica, Taiwan; Hua, J.-H., Carnegie Mellon University, United States; Tang, N.C., Academia Sinica, Taiwan; Chen, M.-H., Academia Sinica, Taiwan; Liao, H.-Y.M., Academia Sinica, Taiwan",Conference Paper,Scopus,2-s2.0-84911412300
"Qi B., John V., Liu Z., Mita S.",Use of sparse representation for pedestrian detection in thermal images,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6909994,274,280,,3,10.1109/CVPRW.2014.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908542132&doi=10.1109%2fCVPRW.2014.49&partnerID=40&md5=2bf6696143cfe543fe6b002d4cb80609,"Intelligent Information Processing Laboratory, Toyota Technological Institute, Nagoya, Japan; Research Centre for Smart Vehicles, Toyota Technological Institute, Nagoya, Japan","Qi, B., Intelligent Information Processing Laboratory, Toyota Technological Institute, Nagoya, Japan, Research Centre for Smart Vehicles, Toyota Technological Institute, Nagoya, Japan; John, V., Intelligent Information Processing Laboratory, Toyota Technological Institute, Nagoya, Japan, Research Centre for Smart Vehicles, Toyota Technological Institute, Nagoya, Japan; Liu, Z., Intelligent Information Processing Laboratory, Toyota Technological Institute, Nagoya, Japan, Research Centre for Smart Vehicles, Toyota Technological Institute, Nagoya, Japan; Mita, S., Research Centre for Smart Vehicles, Toyota Technological Institute, Nagoya, Japan",Conference Paper,Scopus,2-s2.0-84908542132
"Parkhi O.M., Simonyan K., Vedaldi A., Zisserman A.",A compact and discriminative face track descriptor,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909615,1693,1700,,10,10.1109/CVPR.2014.219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911423385&doi=10.1109%2fCVPR.2014.219&partnerID=40&md5=39161fa2bf198aff58158c59bacfc285,"Visual Geometry Group, Department of Engineering Science, University of Oxford, United Kingdom","Parkhi, O.M., Visual Geometry Group, Department of Engineering Science, University of Oxford, United Kingdom; Simonyan, K., Visual Geometry Group, Department of Engineering Science, University of Oxford, United Kingdom; Vedaldi, A., Visual Geometry Group, Department of Engineering Science, University of Oxford, United Kingdom; Zisserman, A., Visual Geometry Group, Department of Engineering Science, University of Oxford, United Kingdom",Conference Paper,Scopus,2-s2.0-84911423385
"Helala M.A., Pu K.Q., Qureshi F.Z.",A stream algebra for computer vision pipelines,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6910073,800,807,,1,10.1109/CVPRW.2014.122,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908530346&doi=10.1109%2fCVPRW.2014.122&partnerID=40&md5=a16ba4bd948ce3533fed87d0240d4795,"Faculty of Science, University of Ontario Institute of Technology, Oshawa, ON, Canada","Helala, M.A., Faculty of Science, University of Ontario Institute of Technology, Oshawa, ON, Canada; Pu, K.Q., Faculty of Science, University of Ontario Institute of Technology, Oshawa, ON, Canada; Qureshi, F.Z., Faculty of Science, University of Ontario Institute of Technology, Oshawa, ON, Canada",Conference Paper,Scopus,2-s2.0-84908530346
"Qi J., Liu S.",A robust approach for singular point extraction based on complex polynomial model,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6909962,78,83,,1,10.1109/CVPRW.2014.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908539696&doi=10.1109%2fCVPRW.2014.17&partnerID=40&md5=c7c2841ecbeb2e18aa56acb0e4ada52a,"Electrical Engineering Department, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Brain and Behavior Discovery Institute, Georgia Regents University, Augusta, GA, United States","Qi, J., Electrical Engineering Department, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Liu, S., Brain and Behavior Discovery Institute, Georgia Regents University, Augusta, GA, United States",Conference Paper,Scopus,2-s2.0-84908539696
"Yang J., Sindhwani V., Fan Q., Avron H., Mahoney M.",Random laplace feature maps for semigroup kernels on histograms,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909524,971,978,,1,10.1109/CVPR.2014.129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911433398&doi=10.1109%2fCVPR.2014.129&partnerID=40&md5=f1a783dad71be1b72906ca64b4a75ff8,"Stanford University, United States; IBM ResearchNY, United States; University of California at Berkeley, United States","Yang, J., Stanford University, United States; Sindhwani, V., IBM ResearchNY, United States; Fan, Q., IBM ResearchNY, United States; Avron, H., IBM ResearchNY, United States; Mahoney, M., University of California at Berkeley, United States",Conference Paper,Scopus,2-s2.0-84911433398
"Sathyanarayana S., Satzoda R.K., Sathyanarayana S., Thambipillai S.",A compute-efficient algorithm for robust eyebrow detection,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6910051,664,669,,2,10.1109/CVPRW.2014.101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908518296&doi=10.1109%2fCVPRW.2014.101&partnerID=40&md5=9c61eda1098f98863ca9b120dfff6286,"Nanyang Technological University, Singapore; University of California San Diego, United States","Sathyanarayana, S., Nanyang Technological University, Singapore; Satzoda, R.K., University of California San Diego, United States; Sathyanarayana, S., University of California San Diego, United States; Thambipillai, S., Nanyang Technological University, Singapore",Conference Paper,Scopus,2-s2.0-84908518296
"Stein S.C., Schoeler M., Papon J., Worgotter F.",Object partitioning using local convexity,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909440,304,311,,8,10.1109/CVPR.2014.46,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911383842&doi=10.1109%2fCVPR.2014.46&partnerID=40&md5=74ca3e5ca112f448d7f4bb0b00b204ab,"Bernstein Center for Computational Neuroscience (BCCN), III Physikalisches Institut - Biophysik, Georg-August University of Göttingen, Germany","Stein, S.C., Bernstein Center for Computational Neuroscience (BCCN), III Physikalisches Institut - Biophysik, Georg-August University of Göttingen, Germany; Schoeler, M., Bernstein Center for Computational Neuroscience (BCCN), III Physikalisches Institut - Biophysik, Georg-August University of Göttingen, Germany; Papon, J., Bernstein Center for Computational Neuroscience (BCCN), III Physikalisches Institut - Biophysik, Georg-August University of Göttingen, Germany; Worgotter, F., Bernstein Center for Computational Neuroscience (BCCN), III Physikalisches Institut - Biophysik, Georg-August University of Göttingen, Germany",Conference Paper,Scopus,2-s2.0-84911383842
"Arora C., Banerjee S., Kalra P., Maheshwari S.N.",Fast approximate inference in higher order MRF-MAP labeling problems,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909570,1338,1345,,2,10.1109/CVPR.2014.174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911398484&doi=10.1109%2fCVPR.2014.174&partnerID=40&md5=3277c5d1a453136f660f996c287787d5,"Hebrew University of Jerusalem, Jerusalem, Israel; Indian Institute of Technology Delhi, New Delhi, India","Arora, C., Hebrew University of Jerusalem, Jerusalem, Israel, Indian Institute of Technology Delhi, New Delhi, India; Banerjee, S., Indian Institute of Technology Delhi, New Delhi, India; Kalra, P., Indian Institute of Technology Delhi, New Delhi, India; Maheshwari, S.N., Indian Institute of Technology Delhi, New Delhi, India",Conference Paper,Scopus,2-s2.0-84911398484
"Huang X., Zheng B., Masuda T., Ikeuchi K.",Robust 3D features for matching between distorted range scans captured by moving systems,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909774,2957,2964,,,10.1109/CVPR.2014.378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911422413&doi=10.1109%2fCVPR.2014.378&partnerID=40&md5=bd81665192df3e3b14cf899efbee9ed1,"University of Tokyo, Japan; AIST, United States","Huang, X., University of Tokyo, Japan; Zheng, B., University of Tokyo, Japan; Masuda, T., AIST, United States; Ikeuchi, K., University of Tokyo, Japan",Conference Paper,Scopus,2-s2.0-84911422413
"Mobahi H., Liu C., Freeman W.T.",A compositional model for low-dimensional image set representation,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909568,1322,1329,,3,10.1109/CVPR.2014.172,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911434169&doi=10.1109%2fCVPR.2014.172&partnerID=40&md5=5639147e202c96c9fa4a5866a43f7640,"MIT, Cambridge, MA, United States; Microsoft Research, Cambridge, MA, United States","Mobahi, H., MIT, Cambridge, MA, United States; Liu, C., Microsoft Research, Cambridge, MA, United States; Freeman, W.T., MIT, Cambridge, MA, United States",Conference Paper,Scopus,2-s2.0-84911434169
"Agudo A., Agapito L., Calvo B., Montiel J.M.M.",Good vibrations: A modal analysis approach for sequential non-rigid structure from motion,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909598,1558,1565,,5,10.1109/CVPR.2014.202,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911445901&doi=10.1109%2fCVPR.2014.202&partnerID=40&md5=302c4a2062b283650667482fd0827339,"Instituto de Investigación en Ingeniería de Aragón (I3A), Universidad de Zaragoza, Spain; Department of Computer Science, University College London, United Kingdom","Agudo, A., Instituto de Investigación en Ingeniería de Aragón (I3A), Universidad de Zaragoza, Spain; Agapito, L., Department of Computer Science, University College London, United Kingdom; Calvo, B., Instituto de Investigación en Ingeniería de Aragón (I3A), Universidad de Zaragoza, Spain; Montiel, J.M.M., Instituto de Investigación en Ingeniería de Aragón (I3A), Universidad de Zaragoza, Spain",Conference Paper,Scopus,2-s2.0-84911445901
"Taniai T., Matsushita Y., Naemura T.",Graph cut based continuous stereo matching using locally shared labels,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909605,1613,1620,,9,10.1109/CVPR.2014.209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911443836&doi=10.1109%2fCVPR.2014.209&partnerID=40&md5=80c1d5c07c0219395c282d47c72e04f7,"University of Tokyo, Japan; Microsoft Research Asia, China","Taniai, T., University of Tokyo, Japan; Matsushita, Y., Microsoft Research Asia, China; Naemura, T., University of Tokyo, Japan",Conference Paper,Scopus,2-s2.0-84911443836
"Wang B., Dudek P.",A fast self-tuning background subtraction algorithm,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6910012,401,404,,12,10.1109/CVPRW.2014.64,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908508904&doi=10.1109%2fCVPRW.2014.64&partnerID=40&md5=49a710f2fb8a48c0106caf88b837c9d2,"School of Electronic and Electrical Engineering, University of Manchester, United Kingdom","Wang, B., School of Electronic and Electrical Engineering, University of Manchester, United Kingdom; Dudek, P., School of Electronic and Electrical Engineering, University of Manchester, United Kingdom",Conference Paper,Scopus,2-s2.0-84908508904
"Harandi M., Salzmann M., Porikli F.",Bregman divergences for infinite dimensional covariance matrices,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909528,1003,1010,,8,10.1109/CVPR.2014.132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911424665&doi=10.1109%2fCVPR.2014.132&partnerID=40&md5=4816d4398c971930b3d79062449f6688,"College of Engineering and Computer Science, Australian National University, Australia; NICTA, Canberra Research Laboratory, Australia","Harandi, M., College of Engineering and Computer Science, Australian National University, Australia, NICTA, Canberra Research Laboratory, Australia; Salzmann, M., College of Engineering and Computer Science, Australian National University, Australia, NICTA, Canberra Research Laboratory, Australia; Porikli, F., College of Engineering and Computer Science, Australian National University, Australia, NICTA, Canberra Research Laboratory, Australia",Conference Paper,Scopus,2-s2.0-84911424665
"Teutsch M., Mueller T., Huber M., Beyerer J.",Low resolution person detection with a moving thermal infrared camera by hot spot classification,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6909985,209,216,,8,10.1109/CVPRW.2014.40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908539956&doi=10.1109%2fCVPRW.2014.40&partnerID=40&md5=2c8fc773c1d948a133ed8c4c780766f2,"Fraunhofer IOSB, Karlsruhe, Germany; AGT International, Darmstadt, Germany","Teutsch, M., Fraunhofer IOSB, Karlsruhe, Germany; Mueller, T., Fraunhofer IOSB, Karlsruhe, Germany; Huber, M., AGT International, Darmstadt, Germany; Beyerer, J., Fraunhofer IOSB, Karlsruhe, Germany",Conference Paper,Scopus,2-s2.0-84908539956
"Mann S., Kitani K.M., Lee Y.J., Ryoo M.S., Fathi A.",An introduction to the 3rd workshop on egocentric (first-person) vision,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6910078,827,832,,2,10.1109/CVPRW.2014.133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908538260&doi=10.1109%2fCVPRW.2014.133&partnerID=40&md5=01500c2612ca2e3480542d5ad1798a3a,,"Mann, S.; Kitani, K.M.; Lee, Y.J.; Ryoo, M.S.; Fathi, A.",Conference Paper,Scopus,2-s2.0-84908538260
"Kong C., Lin D., Bansal M., Urtasun R., Fidler S.",What are you talking about? Text-to-image coreference,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909850,3558,3565,,9,10.1109/CVPR.2014.455,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911370987&doi=10.1109%2fCVPR.2014.455&partnerID=40&md5=f6bd4463604c849e2393e2e87332e3ed,"Tsinghua University, China; University of Toronto, Canada; TTI Chicago, United States","Kong, C., Tsinghua University, China; Lin, D., TTI Chicago, United States; Bansal, M., TTI Chicago, United States; Urtasun, R., University of Toronto, Canada, TTI Chicago, United States; Fidler, S., University of Toronto, Canada, TTI Chicago, United States",Conference Paper,Scopus,2-s2.0-84911370987
"Zhang T., Jia K., Xu C., Ma Y., Ahuja N.",Partial occlusion handling for visual tracking via robust part matching,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909560,1258,1265,,20,10.1109/CVPR.2014.164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911375723&doi=10.1109%2fCVPR.2014.164&partnerID=40&md5=1ba9b9bd44ed13cd0a5dd3dddbc172f9,"Institute of Automation, Chinese Academy of Sciences, China; Advanced Digital Sciences Center of Illinois, United States; Singapore School of Information Science and Technology, Singapore; ShanghaiTech University, China; University of Illinois at Urbana-Champaign, Urbana, IL, United States","Zhang, T., Institute of Automation, Chinese Academy of Sciences, China; Jia, K., Institute of Automation, Chinese Academy of Sciences, China; Xu, C., Institute of Automation, Chinese Academy of Sciences, China; Ma, Y., Institute of Automation, Chinese Academy of Sciences, China; Ahuja, N., Advanced Digital Sciences Center of Illinois, United States, Singapore School of Information Science and Technology, Singapore, ShanghaiTech University, China, University of Illinois at Urbana-Champaign, Urbana, IL, United States",Conference Paper,Scopus,2-s2.0-84911375723
"Danelljan M., Khan F.S., Felsberg M., Van De Weijer J.",Adaptive color attributes for real-time visual tracking,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909539,1090,1097,,106,10.1109/CVPR.2014.143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911362613&doi=10.1109%2fCVPR.2014.143&partnerID=40&md5=9c8f1f3e8eb955f265e76099daf3680b,"Computer Vision Laboratory, Linköping University, Sweden; Computer Vision Center, CS Dept. Universitat Autonoma de Barcelona, Spain","Danelljan, M., Computer Vision Laboratory, Linköping University, Sweden; Khan, F.S., Computer Vision Laboratory, Linköping University, Sweden; Felsberg, M., Computer Vision Laboratory, Linköping University, Sweden; Van De Weijer, J., Computer Vision Center, CS Dept. Universitat Autonoma de Barcelona, Spain",Conference Paper,Scopus,2-s2.0-84911362613
"Ohn-Bar E., Trivedi M.M.",Fast and robust object detection using visual subcategories,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,6909977,179,184,,7,10.1109/CVPRW.2014.32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908539548&doi=10.1109%2fCVPRW.2014.32&partnerID=40&md5=eb559e0d5b534baae4ae37c2814d70a6,"Computer Vision and Robotics Research Laboratory, University of California, San Diego, United States","Ohn-Bar, E., Computer Vision and Robotics Research Laboratory, University of California, San Diego, United States; Trivedi, M.M., Computer Vision and Robotics Research Laboratory, University of California, San Diego, United States",Conference Paper,Scopus,2-s2.0-84908539548
"Yuan X.-T., Liu Q.",Newton Greedy Pursuit: A quadratic approximation method for sparsity-constrained optimization,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909921,4122,4129,,2,10.1109/CVPR.2014.525,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911417902&doi=10.1109%2fCVPR.2014.525&partnerID=40&md5=0a49adabfc9bd2a769d623fe9ea442f0,"S-mart Lab, College of Information and Control, Nanjing University of Information Science and Technology, China","Yuan, X.-T., S-mart Lab, College of Information and Control, Nanjing University of Information Science and Technology, China; Liu, Q., S-mart Lab, College of Information and Control, Nanjing University of Information Science and Technology, China",Conference Paper,Scopus,2-s2.0-84911417902
"Bao C., Ji H., Quan Y., Shen Z.",L0 norm based dictionary learning by proximal methods with global convergence,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909888,3858,3865,,16,10.1109/CVPR.2014.493,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911417441&doi=10.1109%2fCVPR.2014.493&partnerID=40&md5=f82c8d8b15464c7195c8d14bb1147723,"Department of Mathematics, National University of Singapore, Singapore, Singapore","Bao, C., Department of Mathematics, National University of Singapore, Singapore, Singapore; Ji, H., Department of Mathematics, National University of Singapore, Singapore, Singapore; Quan, Y., Department of Mathematics, National University of Singapore, Singapore, Singapore; Shen, Z., Department of Mathematics, National University of Singapore, Singapore, Singapore",Conference Paper,Scopus,2-s2.0-84911417441
"Redi M., O'Hare N., Schifanella R., Trevisiol M., Jaimes A.",6 seconds of sound and vision: Creativity in micro-videos,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909940,4272,4279,,8,10.1109/CVPR.2014.544,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911417194&doi=10.1109%2fCVPR.2014.544&partnerID=40&md5=3db537e207e98151bff81e277ca8f073,"Yahoo Labs, Barcelona, Spain; Universitat Pompeu Fabra, Barcelona, Spain; Università Degli Studi di Torino, Torino, Italy","Redi, M., Yahoo Labs, Barcelona, Spain; O'Hare, N., Yahoo Labs, Barcelona, Spain; Schifanella, R., Università Degli Studi di Torino, Torino, Italy; Trevisiol, M., Yahoo Labs, Barcelona, Spain, Universitat Pompeu Fabra, Barcelona, Spain; Jaimes, A., Yahoo Labs, Barcelona, Spain",Conference Paper,Scopus,2-s2.0-84911417194
"Balzer J., Soatto S.",Second-order shape optimization for geometric inverse problems in vision,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909887,3850,3857,,2,10.1109/CVPR.2014.492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911440051&doi=10.1109%2fCVPR.2014.492&partnerID=40&md5=d6cac81114c7f777eb9bef8d372b2762,"University of California, Los Angeles, CA, United States","Balzer, J., University of California, Los Angeles, CA, United States; Soatto, S., University of California, Los Angeles, CA, United States",Conference Paper,Scopus,2-s2.0-84911440051
"Garrido P., Valgaerts L., Rehmsen O., Thormählen T., Pérez P., Theobalt C.",Automatic face reenactment,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909933,4217,4224,,8,10.1109/CVPR.2014.537,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911366471&doi=10.1109%2fCVPR.2014.537&partnerID=40&md5=8a2373f80ce5caba9295780de35c670c,"MPI for Informatics, United States; Philipps-Universität Marburg, Germany; Technicolor, United States","Garrido, P., MPI for Informatics, United States; Valgaerts, L., MPI for Informatics, United States; Rehmsen, O., MPI for Informatics, United States; Thormählen, T., Philipps-Universität Marburg, Germany; Pérez, P., Technicolor, United States; Theobalt, C., MPI for Informatics, United States",Conference Paper,Scopus,2-s2.0-84911366471
"Xu H., Zha H., Davenport M.A.",Manifold based dynamic texture synthesis from extremely few samples,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909782,3019,3026,,4,10.1109/CVPR.2014.386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911456651&doi=10.1109%2fCVPR.2014.386&partnerID=40&md5=c4ff3a9cd6271f3bcef6e81173530c16,"CSE, Georgia Tech, United States; ECE, Georgia Tech, United States","Xu, H., CSE, Georgia Tech, United States, ECE, Georgia Tech, United States; Zha, H., CSE, Georgia Tech, United States; Davenport, M.A., ECE, Georgia Tech, United States",Conference Paper,Scopus,2-s2.0-84911456651
"Subbanna N., Precup D., Arbel T.",Iterative multilevel MRF leveraging context and voxel information for brain tumour segmentation in MRI,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909452,400,405,,2,10.1109/CVPR.2014.58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911383253&doi=10.1109%2fCVPR.2014.58&partnerID=40&md5=25e6528ec8a082f4424dbbc374886b71,"McGill University, Canada","Subbanna, N., McGill University, Canada; Precup, D., McGill University, Canada; Arbel, T., McGill University, Canada",Conference Paper,Scopus,2-s2.0-84911383253
"Freifeld O., Hauberg S., Black M.J.",Model transport: Towards scalable transfer learning on manifolds,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909575,1378,1385,,3,10.1109/CVPR.2014.179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911412369&doi=10.1109%2fCVPR.2014.179&partnerID=40&md5=6be223e7382cf376ad31b8612d7b3da7,"MIT, Cambridge, MA, United States; DTU Compute, Lyngby, Denmark; MPI for Intelligent Systems, Tübingen, Germany","Freifeld, O., MIT, Cambridge, MA, United States; Hauberg, S., DTU Compute, Lyngby, Denmark; Black, M.J., MPI for Intelligent Systems, Tübingen, Germany",Conference Paper,Scopus,2-s2.0-84911412369
"Hauberg S., Feragen A., Black M.J.",Grassmann averages for scalable robust PCA,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909882,3810,3817,,9,10.1109/CVPR.2014.481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911387568&doi=10.1109%2fCVPR.2014.481&partnerID=40&md5=b4e9de484f01cccdfa6bfb67b2f8a8f2,"DTU Compute, Lyngby, Denmark; MPI for Intelligent Systems, Tübingen, Germany","Hauberg, S., DTU Compute, Lyngby, Denmark; Feragen, A., DTU Compute, Lyngby, Denmark, MPI for Intelligent Systems, Tübingen, Germany; Black, M.J., MPI for Intelligent Systems, Tübingen, Germany",Conference Paper,Scopus,2-s2.0-84911387568
"Kang L., Ye P., Li Y., Doermann D.",Convolutional neural networks for no-reference image quality assessment,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909620,1733,1740,,56,10.1109/CVPR.2014.224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911395788&doi=10.1109%2fCVPR.2014.224&partnerID=40&md5=bb8f78992b04a688443a18a553a48d28,"University of Maryland, College Park, MD, United States; NICTA, ANU, Canberra, Australia","Kang, L., University of Maryland, College Park, MD, United States; Ye, P., University of Maryland, College Park, MD, United States; Li, Y., NICTA, ANU, Canberra, Australia; Doermann, D., University of Maryland, College Park, MD, United States",Conference Paper,Scopus,2-s2.0-84911395788
"Liu R., Cao J., Lin Z., Shan S.",Adaptive partial differential equation learning for visual saliency detection,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909889,3866,3873,,39,10.1109/CVPR.2014.494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909604910&doi=10.1109%2fCVPR.2014.494&partnerID=40&md5=e3132f8286f0a49b52ab8e68ee8385c0,"Dalian University of Technology, United States; Key Lab. of Machine Perception (MOE), Peking University, China; Key Lab. of Intelligent Information Processing, Chinese Academy of Sciences (CAS), China","Liu, R., Dalian University of Technology, United States; Cao, J., Dalian University of Technology, United States; Lin, Z., Key Lab. of Machine Perception (MOE), Peking University, China; Shan, S., Key Lab. of Intelligent Information Processing, Chinese Academy of Sciences (CAS), China",Conference Paper,Scopus,2-s2.0-84909604910
"Wang J., Song Y., Leung T., Rosenberg C., Wang J., Philbin J., Chen B., Wu Y.",Learning fine-grained image similarity with deep ranking,2014,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6909576,1386,1393,,45,10.1109/CVPR.2014.180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911376543&doi=10.1109%2fCVPR.2014.180&partnerID=40&md5=313c78f9d9812a8052e34c813ccc0f4d,"Northwestern University, United States; Google Inc, United States; California Institute of Technology, United States","Wang, J., Northwestern University, United States; Song, Y., Google Inc, United States; Leung, T., Google Inc, United States; Rosenberg, C., Google Inc, United States; Wang, J., Google Inc, United States; Philbin, J., Google Inc, United States; Chen, B., California Institute of Technology, United States; Wu, Y., Northwestern University, United States",Conference Paper,Scopus,2-s2.0-84911376543
