Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
Kopparapu S.K.,A metric to evaluate robustness of a rule-based system,2010,"International Conference on Artificial Intelligence and Pattern Recognition 2010, AIPR 2010",,,,78,81,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876748378&partnerID=40&md5=010940eabe1739384bb52cb8f34ad723,"TCS Innovation Labs - Mumbai, Tata Consultancy Services Limited, Yantra Park, Thane(West), Maharastra, Mumbai 400601, India","Kopparapu, S.K., TCS Innovation Labs - Mumbai, Tata Consultancy Services Limited, Yantra Park, Thane(West), Maharastra, Mumbai 400601, India","AI based expert systems are often rule based and are used in several commercial applications. Rules are often arrived at based on experts knowledge. The process of deriving rules is often subjective, error prone and inexact. For a given set of true inputs, the performance of a rule based system is usually measured by the correctness of the rules, derived from the experts knowledge, to produce the desired output. In almost all the rule based systems the inputs to the expert system themselves could be erroneous having been generated from another process. In this paper we assume that the the rule base created from the expert knowledge is not erroneous. We formulate a metric to measure the robustness of a rule based system in terms of erroneous inputs to the expert system. We first formulate the metric for measuring the robustness of a rule based system and then show through an example its utility to measure the robustness.",,Commercial applications; Error prones; Expert knowledge; Rule base; Rule based; Show through; Artificial intelligence; Pattern recognition; Expert systems,"Kopparapu, S.K.; TCS Innovation Labs - Mumbai, Tata Consultancy Services Limited, Yantra Park, Thane(West), Maharastra, Mumbai 400601, India; email: SunilKumar.Kopparapu@TCS.Com",,,,9781617820670,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-84876748378
"Rajeswari K., Vivekanandan N., Vathiyanathan V.",Automated detection and classification of smokes using electronic nose and artificial neural network,2010,"Proceedings of the 2010 International Conference on Artificial Intelligence, ICAI 2010",1,,,360,366,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866121740&partnerID=40&md5=5f62657abb5857e462e0632bfb0c4243,"Department of Computer Engineering, Pimpri Chinchwad College of Engineering, Pune, India; Department of Mechanical Engineering, Pimpri Chinchwad College of Engineering, Pune, India; Department of Information Technology, School of Computing, SASTRA Deemed University, Tanjore, Tamilnadu, India","Rajeswari, K., Department of Computer Engineering, Pimpri Chinchwad College of Engineering, Pune, India; Vivekanandan, N., Department of Mechanical Engineering, Pimpri Chinchwad College of Engineering, Pune, India; Vathiyanathan, V., Department of Information Technology, School of Computing, SASTRA Deemed University, Tanjore, Tamilnadu, India","An Electronic nose is a small electromechanical device that is capable of deciphering a wide variety of smells ranging anywhere from food to human breath to poisonous toxins. This electronic nose is used to classify the smell from three different types of burning materials namely joss stick, mosquito coil and instant benzoin. The counter propagation neural network is applied to train and classify those burning odour. The idea of this project is to make a smart smoke detector in order to detect the harmful burning material precisely before it is too late to stop the fire.",Counter propagation neural network; Electronic nose; Smokes,Automated detection and classification; Burning materials; Counter propagation neural networks; Electronic NOSE; Human breath; Electromechanical devices; Neural networks; Smoke; Artificial organs,"Rajeswari, K.; Department of Computer Engineering, Pimpri Chinchwad College of Engineering, Pune, India",,,,9781601321480,,,English,"Proc. Int. Conf. Artif. Intell., ICAI",Conference Paper,Scopus,2-s2.0-84866121740
"Rao M.R.N., Sujatha K., Kanth P.L., Sridhar G.R.",Artificial neural network for speech-to-text conversion,2010,"Proceedings of the 2010 International Conference on Artificial Intelligence, ICAI 2010",1,,,391,396,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866078729&partnerID=40&md5=4a787faa617c8137d579c41cfc27eecb,"CSE Dept., VIIT, Visakhapatnam, AP, India; Lendi Institute of Engineering and Technology, Visakhapatnam, AP, India; Endocrine and Diabetes Center, 15-12-16, Krishna nagar, Visakhapatnam, AP, India","Rao, M.R.N., CSE Dept., VIIT, Visakhapatnam, AP, India; Sujatha, K., Lendi Institute of Engineering and Technology, Visakhapatnam, AP, India; Kanth, P.L., CSE Dept., VIIT, Visakhapatnam, AP, India; Sridhar, G.R., Endocrine and Diabetes Center, 15-12-16, Krishna nagar, Visakhapatnam, AP, India","Recognition of human speech has long been a research topic among signal processing and neural networks. Most of current policies for this subject are based on extraction of precise features of voice signal and trying to make most out of them by heavy computations. But this focus has resulted in too much sensitivity to noise and as a result, the necessity of complex noise detection and removal algorithms, which composes a trade-off between fast or noise robust recognition. This paper presents novel approach to Automatic Speech Recognition using Vector Quantization(VQ) algorithm and decisionmaking that ignores noise instead of its detection and removal which results in Artificial Neural Network. The speech spectrogram is converted into a Mel Frequency Cepstral Coefficients(MFCC) and this description is used instead of precise acoustic features. During the training period, VQ finds appropriate definitions, and when these definitions are ready, a simple novel operator makes the recognition.",Artificial neural network; Automatic speech recognition; Mel frequency cepstral coefficients; Speech recognition; Vector quantization algorithm,Acoustic features; Automatic speech recognition; Complex noise; Human speech; Mel-frequency cepstral coefficients; Research topics; Robust recognition; Speech spectrogram; Speech-to-text conversion; Vector quantization algorithms; Voice signals; Algorithms; Neural networks; Personnel training; Signal processing; Vector quantization; Speech recognition,"Rao, M.R.N.; CSE Dept., VIIT, Visakhapatnam, AP, India",,,,9781601321480,,,English,"Proc. Int. Conf. Artif. Intell., ICAI",Conference Paper,Scopus,2-s2.0-84866078729
"Kakarwal S.N., Deshmukh R.R.",Wavelet transform and thresholding based face recognition,2010,"International Conference on Artificial Intelligence and Pattern Recognition 2010, AIPR 2010",,,,128,132,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876750204&partnerID=40&md5=ecabd75f1cda1a85e096b0d987dbdcc6,"P.E.S. College of Engineering, Dr. B.A.M. University, India","Kakarwal, S.N., P.E.S. College of Engineering, Dr. B.A.M. University, India; Deshmukh, R.R., P.E.S. College of Engineering, Dr. B.A.M. University, India","In this paper, we propose a Wavelet Transform based analysis method for Face Recognition. This algorithm has been used to extract the features of the FERET face database. Results indicate that the proposed methodology is able to achieve excellent performance with only a very small set of features being used, and its error rate is calculated using FAR and FRR. The choice of the Wavelet transform in this setting is motivated by its insensitivity to large variation in light direction, face pose, and facial expression. In the experiments we used Correlation and Threshold values to assure high consistency of the produced classification outcomes. The encouraging experimental results demonstrated that the proposed approach by using frontal and side-view images is a feasible and effective solution to recognizing faces, which can lead to a better and practical use of existing forensic databases in computerized human face-recognition applications.",,A-wavelet transform; Analysis method; Effective solution; Facial Expressions; FERET face database; Light direction; Practical use; Thresholding; Artificial intelligence; Wavelet transforms; Face recognition,"Kakarwal, S.N.; P.E.S. College of Engineering, Dr. B.A.M. UniversityIndia",,,,9781617820670,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-84876750204
"Vengatakrishnaprabhu M., Vidhya Seethala A.",Partial discharge initiated treeing morphology and pattern recoginition in polymer electrical insulation using neural network,2010,"Proceedings of the 2010 International Conference on Artificial Intelligence, ICAI 2010",1,,,379,385,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866115699&partnerID=40&md5=b38679aa8fbf2c4caf90cef624b06671,"Department of Electrical Engineering, SASTRA University, Thanjavur-613401, Tamil Nadu, India","Vengatakrishnaprabhu, M., Department of Electrical Engineering, SASTRA University, Thanjavur-613401, Tamil Nadu, India; Vidhya Seethala, A., Department of Electrical Engineering, SASTRA University, Thanjavur-613401, Tamil Nadu, India","Healthiness of the insulation system of any power apparatus plays vital criteria for its effective performance in power system. Minor flaws in insulation system such as blow-holes, cavities, imperfection on the surface etc are inevitable even during manufacturing stage leading to discharges called Partial Discharge (PD) eventually leading to degradation of dielectric material usually caused by erosion mechanism (tracking and treeing). PD initiated treeing of insulation system has been receiving wide attention by researchers very recently since this mechanism is categorized as a severe case of insulation degradation by electrical utilities. This phenomenon may lead to mal operation of power apparatus. Further exhaustive literature survey carried out in this field has clearly delineated on the close relationship between physics related to the degradation mechanism and nature of flaw (void, cavity etc). Further, since the time between PD initiated treeing and breakdown is much shorter than the time to tree initiation, recognition of such complex and stochastic pattern of PD becomes challenging task even for experts. Standard laboratory models simulating various types of PD initiated treeing is fabricated. An accelerated ageing test method is carried out in testing the laboratory models. PD initiated discharge patterns and treeing patterns are acquired from the direct testing circuits as proposed by IEC 60270:2000. The morphology of the treeing patterns is visually correlated to comprehend the nature of discharge. In addition PD signatures acquired from the PD measurement and acquisition system is trained and tested with neural networks to discriminate tree and PD initiated discharge fingerprints.",Electrical treeing; Feature extraction; Partial discharge; Pattern recognition; Phase-resolved analysis,Accelerated ageing tests; Acquisition systems; Degradation mechanism; Discharge patterns; Effective performance; Electrical treeing; Electrical utilities; Erosion mechanisms; IEC 60270; Insulation degradation; Insulation system; Laboratory models; Literature survey; Manufacturing stages; PD measurements; Phase-resolved analysis; Power apparatus; Testing circuits; Degradation; Dielectric materials; Feature extraction; Insulation; Morphology; Neural networks; Partial discharges; Pattern recognition; Surface discharges; Testing; Forestry; Anatomy; Degradation; Forestry; Insulation; Neural Networks; Testing,"Vengatakrishnaprabhu, M.; Department of Electrical Engineering, SASTRA University, Thanjavur-613401, Tamil Nadu, India; email: krish.coolbuddy@gmail.com",,,,9781601321480,,,English,"Proc. Int. Conf. Artif. Intell., ICAI",Conference Paper,Scopus,2-s2.0-84866115699
"Das S., Bhowmik P., Haider A., Chakraborty A., Konar A., Nagar A.K.",Emotion recognition from facial expression and electroencephalographic signals using vector quantization and support vector machines,2010,"Proceedings of the 2010 International Conference on Artificial Intelligence, ICAI 2010",2,,,710,715,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866127552&partnerID=40&md5=2487e885a71710f76017eb57041df140,"Department of Electronics and Tele-Communication Engineering, Jadavpur University, Kolkata, West Bengal, India; Department of Computer Science and Engineering, St. Thomas' College of Engineering and Technology, Kolkata, West Bengal, India; Department of Computer Science, Computer Science, Liverpool Hope University, Liverpool, United Kingdom","Das, S., Department of Electronics and Tele-Communication Engineering, Jadavpur University, Kolkata, West Bengal, India; Bhowmik, P., Department of Electronics and Tele-Communication Engineering, Jadavpur University, Kolkata, West Bengal, India; Haider, A., Department of Electronics and Tele-Communication Engineering, Jadavpur University, Kolkata, West Bengal, India; Chakraborty, A., Department of Computer Science and Engineering, St. Thomas' College of Engineering and Technology, Kolkata, West Bengal, India; Konar, A., Department of Electronics and Tele-Communication Engineering, Jadavpur University, Kolkata, West Bengal, India; Nagar, A.K., Department of Computer Science, Computer Science, Liverpool Hope University, Liverpool, United Kingdom","The paper employs Support Vector Machine and Learning Vector Quantization algorithms to recognize stimulated emotions of subjects from their facial expressions and electroencephalographic signals. The peak and average power at different frequency bands of the EEG signals are taken along with the Kalman filter and wavelet coefficients for the same signals. The fuzzified membership values of mouth opening, eye-opening and eyebrow constrictions are also obtained as facial features. Experiments are conducted with both unimodal and bimodal features to study the relative merits of the above two techniques in emotion classification. Gaussian noise with varying mean and standard deviation is injected on the measured features to study the robustness of the two algorithms. Experimental results confirm that Support Vector Machine is a better classifier than the Learning Vector Quantization algorithm with respect to accuracy in classification of emotions. Experiments also reveal that when facial expression and electroencephalographic signals are used as unimodal inputs to the emotion classifiers, EEG outperforms facial expression in classification accuracy.",EEG; Emotion recognition; Facial expression; Learning vector quantization; Support vector machine,Average power; Classification accuracy; Classification of emotions; Different frequency; EEG signals; Electroencephalographic signals; Emotion classification; Emotion recognition; Facial Expressions; Facial feature; Learning Vector Quantization; Learning vector quantization algorithms; Membership values; Standard deviation; Unimodal; Wavelet coefficients; Artificial intelligence; Electroencephalography; Experiments; Frequency bands; Gaussian noise (electronic); Learning algorithms; Psychology computing; Support vector machines; Vector quantization,"Das, S.; Department of Electronics and Tele-Communication Engineering, Jadavpur University, Kolkata, West Bengal, India; email: sauvik.095@gmail.com",,,,9781601321480,,,English,"Proc. Int. Conf. Artif. Intell., ICAI",Conference Paper,Scopus,2-s2.0-84866127552
"Sinha N., Lai L.L., Saikia L.C., Malakar T.",Hybrid bacteria foraging-DE based algorithm for economic load dispatch with non-convex loads,2010,"2010 International Conference on Machine Learning and Cybernetics, ICMLC 2010",6,,5580714,3206,3212,,3,10.1109/ICMLC.2010.5580714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149294042&doi=10.1109%2fICMLC.2010.5580714&partnerID=40&md5=a9a01f72b14f2e6a5883347aedd524fb,"Department of Electrical Engineering, NIT, Silchar, Assam, 788010, India; Energy Systems Group, City University, London, United Kingdom","Sinha, N., Department of Electrical Engineering, NIT, Silchar, Assam, 788010, India; Lai, L.L., Energy Systems Group, City University, London, United Kingdom; Saikia, L.C., Department of Electrical Engineering, NIT, Silchar, Assam, 788010, India; Malakar, T., Department of Electrical Engineering, NIT, Silchar, Assam, 788010, India","An algorithm based on hybridization of Bacteria Foraging (BF) and Differential Evolution (DE) was developed to solve the problem of finding the optimum load allocation amongst the committed units in a power system with non-convex loads. The performance of the proposed algorithm is evaluated on a test case of 15 units. The performance of the proposed algorithm is compared with BF method. Also, the effect of swarming in performance of the hybrid algorithm is investigated. Results demonstrate that the performance of the hybrid algorithm is much better than BF in terms of convergence rate and solution quality. The swarming effect equips the hybrid algorithm with better search capability as demonstrated on the test case. © 2010 IEEE.",Bacterial Foraging; Differential Evolution; Economic load dispatch; Floating point genetic algorithm,,"Sinha, N.; Department of Electrical Engineering, NIT, Silchar, Assam, 788010, India; email: nidulsinha@hotmail.com",,,,9781424465262,,,English,"Int. Conf. Mach. Learn. Cybern., ICMLC",Conference Paper,Scopus,2-s2.0-78149294042
"Gupta R., Sarawagi S., Diwan A.A.",Collective inference for extraction MRFs coupled with symmetric clique potentials,2010,Journal of Machine Learning Research,11,,,3097,3135,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551492523&partnerID=40&md5=9890d4901499f4d4314450f051dd5b33,"Computer Science and Engineering, IIT Bombay, Powai Mumbai, 400076, India","Gupta, R., Computer Science and Engineering, IIT Bombay, Powai Mumbai, 400076, India; Sarawagi, S., Computer Science and Engineering, IIT Bombay, Powai Mumbai, 400076, India; Diwan, A.A., Computer Science and Engineering, IIT Bombay, Powai Mumbai, 400076, India","Many structured information extraction tasks employ collective graphical models that capture interinstance associativity by coupling them with various clique potentials. We propose tractable families of such potentials that are invariant under permutations of their arguments, and call them symmetric clique potentials. We present three families of symmetric potentials-MAX, SUM, and MAJORITY. We propose cluster message passing for collective inference with symmetric clique potentials, and present message computation algorithms tailored to such potentials. Our first message computation algorithm, called a-pass, is sub-quadratic in the clique size, outputs exact messages for MAX, and computes 13/15 -approximate messages for Potts, a popular member of the SUM family. Empirically, it is upto two orders of magnitude faster than existing algorithms based on graph-cuts or belief propagation. Our second algorithm, based on Lagrangian relaxation, operates on MAJORITY potentials and provides close to exact solutions while being two orders of magnitude faster. We show that the cluster message passing framework is more principled, accurate and converges faster than competing approaches. We extend our collective inference framework to exploit associativity of more general intradomain properties of instance labelings, which opens up interesting applications in domain adaptation. Our approach leads to significant error reduction on unseen domains without incurring any overhead of model retraining. © 2010 Evangelos Theodorou, Jonas Buchli and Stefan Schaal.",Clique potentials; Cluster graphs; Collective inference; Graphical models; Message passing,Associativity; Belief propagation; Clique potential; Clique size; Cluster graphs; Collective inference; Computation algorithm; Domain adaptation; Error reduction; Exact solution; GraphicaL model; Graphical models; Intra-domain; Labelings; LaGrangian relaxation; Orders of magnitude; Structured information; Graphic methods; Inference engines; Message passing; Structural frames; Clustering algorithms,"Gupta, R.; Computer Science and Engineering, IIT Bombay, Powai Mumbai, 400076, India; email: GRAHUL@CSE.IITB.AC.IN",,,15324435,,,,English,J. Mach. Learn. Res.,Article,Scopus,2-s2.0-79551492523
"Shastri L., Parvathy A.G., Kumar A., Wesley J., Balakrishnan R.","Sentiment extraction: Integrating statistical parsing, semantic analysis, and common sense reasoning",2010,Proceedings of the National Conference on Artificial Intelligence,3,,,1853,1858,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958535123&partnerID=40&md5=70faa64f04a415e3f8c07816ce174261,"Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India","Shastri, L., Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India; Parvathy, A.G., Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India; Kumar, A., Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India; Wesley, J., Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India; Balakrishnan, R., Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India","Much of the ongoing explosion of digital content is in the form of text. This content is a virtual gold-mine of information that can inform a range of social, governmental, and business decisions. For example, using content available on blogs and social networking sites businesses can find out what its customers are saying about their products and services. In the digital age where customer is king, the business value of ascertaining consumer sentiment cannot be overstated. People express sentiments in myriad ways. At times, they use simple, direct assertions, but most often they use sentences involving comparisons, conjunctions expressing multiple and possibly opposing sentiments about multiple features and entities, and pronominal references whose resolution requires discourse level context. Frequently people use abbreviations, slang, SMSese, idioms and metaphors. Understanding the latter also requires common sense reasoning. In this paper, we present iSEE, a fully implemented sentiment extraction engine, which makes use of statistical methods, classical NLU techniques, common sense reasoning, and probabilistic inference to extract entity and feature specific sentiment from complex sentences and dialog. Most of the components of iSEE are domain independent and the system can be generalized to new domains by simply adding domain relevant lexicons. Copyright © 2010 Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Business decisions; Business value; Commonsense reasoning; Complex sentences; Digital age; Digital contents; Multiple features; Probabilistic inference; Products and services; Semantic analysis; Social networking sites; Artificial intelligence; Copyrights; Data mining; Feature extraction,"Shastri, L.; Center for Knowledge Driven Information Systems, Software Engineering and Technology Labs., Infosys Technologies Ltd., Bangalore, India; email: lokendra_shastri@infosys.com",,,,9781577354666,PNAIE,,English,Proc Natl Conf Artif Intell,Conference Paper,Scopus,2-s2.0-77958535123
"Paek T., Gamon M., Counts S., Chickering D.M., Dhesi A.",Predicting the importance of newsfeed posts and social network friends,2010,Proceedings of the National Conference on Artificial Intelligence,3,,,1419,1424,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958551137&partnerID=40&md5=4bed6479c91fb16534c08c6f58489f19,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Indian Institute of Technology Kanpur, Kanpur 208016 Uttar Pradesh, India","Paek, T., Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Gamon, M., Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Counts, S., Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Chickering, D.M., Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Dhesi, A., Indian Institute of Technology Kanpur, Kanpur 208016 Uttar Pradesh, India","As users of social networking websites expand their network of friends, they are often flooded with newsfeed posts and status updates, most of which they consider to be ©unimportant© and not newsworthy. In order to better understand how people judge the importance of their newsfeed, we conducted a study in which Facebook users were asked to rate the importance of their newsfeed posts as well as their friends. We learned classifiers of newsfeed and friend importance to identify predictive sets of features related to social media properties, the message text, and shared background information. For classifying friend importance, the best performing model achieved 85% accuracy and 25% error reduction. By leveraging this model for classifying newsfeed posts, the best newsfeed classifier achieved 64% accuracy and 27% error reduction. Copyright © 2010, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Social networking; Social Networks; Artificial intelligence,"Paek, T.; Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; email: timpaek@microsoft.com",,,,9781577354666,PNAIE,,English,Proc Natl Conf Artif Intell,Conference Paper,Scopus,2-s2.0-77958551137
"Fomin F.V., Lokshtanov D., Raman V., Saurabh S.",Fast local search algorithm for Weighted Feedback Arc Set in Tournaments,2010,Proceedings of the National Conference on Artificial Intelligence,1,,,65,70,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958613145&partnerID=40&md5=eb5fde635e95dc7192b2c045610bf6ee,"Department of Informatics, University of Bergen, Norway; Institute of Mathematical Sciences, Chennai, India","Fomin, F.V., Department of Informatics, University of Bergen, Norway; Lokshtanov, D., Department of Informatics, University of Bergen, Norway; Raman, V., Institute of Mathematical Sciences, Chennai, India; Saurabh, S., Institute of Mathematical Sciences, Chennai, India","We present a fast local search algorithm that finds an improved solution (if there is any) in the fc-exchange neighborhood of the given solution to an instance of Weighted Feedback Arc Set in Tournaments. More precisely, given an arc weighted tournament T on n vertices and a feedback arc set F (a set of arcs whose deletion from T turns it into a directed acyclic graph), our algorithm decides in time 0(2°(k) n log n) if there is a feedback arc set of smaller weight and that differs from F in at most k arcs. To our knowledge this is the first algorithm searching the fc-exchange neighborhood of an NP-complete problem that runs in (parameterized) subexponential time. Using this local search algorithm for Weighted Feedback Arc Set in Tournaments, we obtain subexponential time algorithms for a local search variant of Kemeny Ranking - a problem in social choice theory and of One-Sided Cross Minimization - a problem in graph drawing. Copyright © 2010, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Directed acyclic graphs; Fast local searches; Feedback arc set in tournaments; Graph drawing; Local search; Local search algorithm; NP complete problems; Parameterized; Social choice theory; Subexponential time; Artificial intelligence; Computational complexity; Drawing (graphics); Knowledge management; Learning algorithms; Graph theory,"Fomin, F. V.; Department of Informatics, University of BergenNorway; email: fedor.fomin@ii.uib.no",,,,9781577354642,PNAIE,,English,Proc Natl Conf Artif Intell,Conference Paper,Scopus,2-s2.0-77958613145
"Khapra M.M., Udupa R., Kumaran A., Bhattacharyya P.",PR + RQ ≈ PQ: Transliteration mining using bridge language,2010,Proceedings of the National Conference on Artificial Intelligence,3,,,1346,1351,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958601737&partnerID=40&md5=df55b247b7b6f20873dcb67dfc6f198e,"Indian Institute of Technology Bombay, Powai, Mumbai 400076, India; Microsof T Research India, Bangalore, India","Khapra, M.M., Indian Institute of Technology Bombay, Powai, Mumbai 400076, India; Udupa, R., Microsof T Research India, Bangalore, India; Kumaran, A., Microsof T Research India, Bangalore, India; Bhattacharyya, P., Indian Institute of Technology Bombay, Powai, Mumbai 400076, India","We address the problem of mining name transliterations from comparable corpora in languages P and Q in the following resource-poor scenario: • Parallel names in PQ are not available for training. • Parallel names in PR and RQ are available for training. We propose a novel solution for the problem by computing a common geometric feature space for P, Q and R where name transliterations are mapped to similar vectors. We employ Canonical Correlation Analysis (CCA) to compute the com mon geometric feature space using only parallel names in PR and RQ and without requiring parallel names in PQ. We test our algorithm on data sets in several languages and show that it gives results comparable to the state-of - the-art transliter ation mining algorithms that use parallel names in PQ for training. Copyright © 2010, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Canonical correlation analysis; Comparable corpora; Data sets; Geometric feature; Mining algorithms; Novel solutions; Vector spaces; Artificial intelligence,"Khapra, M. M.; Indian Institute of Technology Bombay, Powai, Mumbai 400076, India; email: miteshk@cse.iitb.ac.in",,,,9781577354666,PNAIE,,English,Proc Natl Conf Artif Intell,Conference Paper,Scopus,2-s2.0-77958601737
"Zou J., Gujar S., Parkes D.",Tolerable manipulability in dynamic assignment without money,2010,Proceedings of the National Conference on Artificial Intelligence,2,,,947,952,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958606304&partnerID=40&md5=3cd487c0348d6c132c27583e41cca51b,"School of Engineering and Applied Sciences, Harvard University, United States; Dept of Computer Science and Automation, Indian Institute of Science, India","Zou, J., School of Engineering and Applied Sciences, Harvard University, United States; Gujar, S., Dept of Computer Science and Automation, Indian Institute of Science, India; Parkes, D., School of Engineering and Applied Sciences, Harvard University, United States","We study a problem of dynamic allocation without money. Agents have arrivals and departures and strict preferences over items. Strategyproof ness requires the use of an arrival-priority serial-dictatorship (APSD) mechanism, which is ex post Pareto efficient but has poor ex ante efficiency as measured through average rank efficiency. We introduce the scoring-rule (SR) mechanism, which biases in favor of allocating items that an agent values above the population consensus. The SR mechanism is not strategyproof but has tolerable manipulability in the sense that: (i) if every agent optimally manipulates, it reduces to APSD, and (ii) it significantly outperforms APSD for rank efficiency when only a fraction of agents are strategic. The performance of SR is also robust to mistakes by agents that manipulate on the basis of inaccurate information about the popularity of items. Copyright © 2010, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Dynamic allocations; Dynamic assignment; Inaccurate information; Manipulability; Strategy proofs; Artificial intelligence; Dynamics,"Zou, J.; School of Engineering and Applied Sciences, Harvard UniversityUnited States; email: jzou@fas.harvard.edu",,,,9781577354659,PNAIE,,English,Proc Natl Conf Artif Intell,Conference Paper,Scopus,2-s2.0-77958606304
"Choudhary A., Sharma G., Chaudhury S., Banerjee S.",Distributed calibration of pan-tilt camera network using multi-layered belief propagation,2010,"2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Workshops, CVPRW 2010",,,5543798,33,40,,4,10.1109/CVPRW.2010.5543798,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956498710&doi=10.1109%2fCVPRW.2010.5543798&partnerID=40&md5=64b1ad3a17c378506cff182dc732fd27,"Indian Institute of Technology, Delhi, India; University of Caen, France","Choudhary, A., Indian Institute of Technology, Delhi, India; Sharma, G., University of Caen, France; Chaudhury, S., Indian Institute of Technology, Delhi, India; Banerjee, S., Indian Institute of Technology, Delhi, India","In this paper, we present a technique for distributed selfcalibration of pan-tilt camera network using multi-layered belief propagation. Our goal is to obtain globally consistent estimates of the camera parameters for each camera with respect to a global world coordinate system. The network configuration changes with time as the cameras can pan and tilt. We also give a distributed algorithm for automatically finding which cameras have overlapping views at a certain point in time. We argue that using belief propagation it is sufficient to have correspondences between three cameras at a time for calibrating a larger set of (static) cameras with overlapping views. Our method gives an accurate and globally consistent estimate of the camera parameters of each camera in the network. © 2010 IEEE.",,Belief propagation; Camera parameter; Distributed algorithm; Distributed calibration; Multi-layered; Network configuration; Pan-tilt camera; Self calibration; World coordinates; Computer vision; Technical presentations; Cameras,"Choudhary, A.; Indian Institute of Technology, Delhi, India; email: ayesha@cse.iitd.ernet.in",,,,9781424470297,,,English,"IEEE Comput. Soc. Conf. Comput. Vis. Pattern Recogn. - Workshops, CVPRW",Conference Paper,Scopus,2-s2.0-77956498710
